,Latitude,Longitude
0,43.25016420000001,-77.61479140000002
1,33.791638,-84.389488
2,43.1483237,-77.5913356
3,43.1854824,-77.6459835
4,43.1554399,-77.63799250000001
5,43.1554399,-77.63799250000001
6,43.12856190000001,-77.6300753
7,43.1441789,-77.65945119999998
8,43.1496434,-77.564748
9,43.1603051,-77.6016918
10,43.122658200000004,-77.62545469999998
11,43.136855,-77.6420499
12,43.1508049,-77.5793818
13,43.180229,-77.56260000000002
14,43.141859600000004,-77.6292311
15,43.1457314,-77.5779898
16,43.1483098,-77.57423309999999
17,43.23642720000001,-77.6215161
18,43.1318581,-77.60869029999998
19,43.1446354,-77.59077529999998
20,43.143418,-77.64366129999998
21,43.1765369,-77.59016329999999
22,43.1549622,-77.6142782
23,43.1403864,-77.59735669999998
24,43.1492607,-77.5721959
25,43.1819728,-77.5970881
26,43.17201379999999,-77.58667969999998
27,43.145091,-77.638122
28,43.151902299999996,-77.5792723
29,33.791638,-84.389488
30,43.12856190000001,-77.6300753
31,43.186537200000004,-77.56780080000001
32,43.168572,-77.600264
33,43.15444189999999,-77.6132597
34,43.1945981,-77.5941007
35,43.1451383,-77.56133740000001
36,43.168456299999995,-77.64667440000001
37,43.168145700000004,-77.58684009999999
38,43.140659,-77.65591669999998
39,43.1441302,-77.61551850000001
40,43.1624544,-77.62633840000001
41,43.122658200000004,-77.62545469999998
42,43.122658200000004,-77.62545469999998
43,43.141388899999995,-77.5802714
44,43.122658200000004,-77.62545469999998
45,43.1865715,-77.5655293
46,43.170081,-77.63165699999998
47,33.791638,-84.389488
48,43.12856190000001,-77.6300753
49,43.149798499999996,-77.55014200000001
50,43.112093,-77.6160946
51,43.1509709,-77.6518146
52,43.1580056,-77.591189
53,43.1708611,-77.56330770000001
54,43.137865399999995,-77.60022159999998
55,43.1429451,-77.6559281
56,43.129006,-77.61215059999998
57,43.1519312,-77.59820719999998
58,43.1601297,-77.56706109999998
59,43.1471406,-77.58905250000001
60,43.18810939999999,-77.58615879999998
61,43.122658200000004,-77.62545469999998
62,43.176232,-77.607339
63,43.1451719,-77.6430974
64,43.14634700000001,-77.638522
65,43.1736321,-77.5607105
66,43.182119799999995,-77.6104142
67,43.1854152,-77.5851575
68,43.2368391,-77.62298179999998
69,43.1772689,-77.579203
70,43.142317999999996,-77.58963440000001
71,43.142317999999996,-77.58963440000001
72,43.188493799999996,-77.6173948
73,43.1381109,-77.5910825
74,43.1897543,-77.59276820000001
75,43.1452102,-77.58166539999998
76,43.142607700000006,-77.6610651
77,43.151801899999995,-77.611994
78,43.1530456,-77.581352
79,43.154251,-77.654979
80,43.157692700000005,-77.58817950000001
81,43.240097,-77.6225542
82,43.1633243,-77.62635909999999
83,43.15702520000001,-77.60044549999998
84,43.16702,-77.58166259999999
85,43.242175200000005,-77.57745990000001
86,43.1452488,-77.5749806
87,43.1368034,-77.64043490000002
88,43.1445972,-77.5673293
89,43.1663082,-77.5602179
90,43.1554257,-77.5572176
91,43.14048409999999,-77.6344506
92,43.1486008,-77.64045279999998
93,43.1451079,-77.5756265
94,43.1350101,-77.59664049999998
95,43.1628732,-77.66319880000002
96,43.148182399999996,-77.57477039999998
97,43.12429239999999,-77.6195643
98,43.130664700000004,-77.6353112
99,43.24891059999999,-77.6169398
100,43.1554359,-77.6419564
101,43.1674955,-77.58326869999998
102,43.169540999999995,-77.63422340000002
103,43.16772659999999,-77.61732479999998
104,43.16772659999999,-77.61732479999998
105,43.147015,-77.57848309999999
106,43.1490174,-77.6156865
107,43.147785,-77.5925443
108,43.18675379999999,-77.5992283
109,43.177961100000005,-77.5732929
110,43.134070200000004,-77.60592890000001
111,43.134070200000004,-77.60592890000001
112,43.1969199,-77.61747679999998
113,43.159769,-77.6278844
114,43.1489803,-77.5884573
115,43.13308060000001,-77.63946179999998
116,43.14026,-77.58574399999999
117,43.1676622,-77.6104849
118,43.175638899999996,-77.62965600000001
119,43.1324803,-77.64560999999998
120,43.1846059,-77.59679709999999
121,43.1744294,-77.59679709999999
122,43.1597278,-77.5432115
123,43.1839054,-77.60391039999998
124,43.1575657,-77.60034809999998
125,43.1576467,-77.62500329999999
126,43.12856190000001,-77.6300753
127,43.122658200000004,-77.62545469999998
128,43.1895517,-77.60722700000001
129,43.1718975,-77.5641033
130,43.1754118,-77.56299419999998
131,43.15954929999999,-77.6359153
132,43.15038759999999,-77.5922981
133,43.1905365,-77.6311978
134,43.1626722,-77.6050113
135,43.1828643,-77.59178929999999
136,43.262391,-77.6148929
137,43.122658200000004,-77.62545469999998
138,43.17037070000001,-77.62797189999998
139,43.122658200000004,-77.62545469999998
140,43.144391,-77.59294799999998
141,43.1687495,-77.56478539999998
142,43.168069200000005,-77.59128
143,43.1154352,-77.62897889999998
144,43.141152000000005,-77.58547089999998
145,43.156876200000006,-77.58362559999998
146,43.1389735,-77.6110441
147,43.14194570000001,-77.64531099999998
148,43.154251,-77.654979
149,43.1378799,-77.6003231
150,43.1834229,-77.60158840000001
151,43.1631195,-77.6254908
152,43.1387299,-77.60691369999998
153,43.122658200000004,-77.62545469999998
154,43.133275299999994,-77.65199129999998
155,43.132455900000004,-77.6440147
156,43.2091595,-77.6297266
157,43.1365101,-77.60266120000001
158,43.195905100000004,-77.64818249999998
159,43.12010189999999,-77.6211469
160,43.1570066,-77.59809770000001
161,43.14747819999999,-77.58787699999998
162,43.1590674,-77.61047370000001
163,43.190742799999995,-77.6136724
164,43.185497,-77.61502800000002
165,43.18413579999999,-77.601005
166,43.122786700000006,-77.618911
167,43.12856190000001,-77.6300753
168,43.120996500000004,-77.61738729999998
169,43.147009600000004,-77.5922757
170,43.1159083,-77.61639029999998
171,43.12856190000001,-77.6300753
172,43.1788014,-77.66582679999998
173,43.178945399999996,-77.6662621
174,43.1850961,-77.60799999999998
175,43.2058314,-77.63099270000001
176,43.184090000000005,-77.653347
177,43.149350399999996,-77.5471501
178,43.1562103,-77.64792419999998
179,43.1478876,-77.5843069
180,43.1587067,-77.59852740000001
181,43.1430707,-77.64486490000002
182,43.179050200000006,-77.6447754
183,43.17813599999999,-77.6262239
184,43.1455867,-77.5888286
185,43.145891999999996,-77.59670759999999
186,43.144022899999996,-77.592652
187,43.127825,-77.61285099999998
188,43.152628299999996,-77.5756883
189,43.1460024,-77.5773301
190,43.15138820000001,-77.5983595
191,43.2650259,-77.61998320000001
192,43.2650259,-77.61998320000001
193,43.1862326,-77.59979539999998
194,43.184628700000005,-77.57020340000001
195,43.12856190000001,-77.6300753
196,43.1845986,-77.6096441
197,43.1661054,-77.6016255
198,43.154126299999994,-77.61425890000001
199,43.1733413,-77.58692599999998
200,43.1444688,-77.6150416
201,33.791638,-84.389488
202,43.1455759,-77.57192719999998
203,43.23396890000001,-77.62329509999998
204,43.145297,-77.5835323
205,43.1394903,-77.59055219999998
206,43.140215999999995,-77.63719300000001
207,43.1225873,-77.6321186
208,43.1829752,-77.5663526
209,43.1623047,-77.60850789999998
210,43.1836891,-77.63514169999998
211,43.158466,-77.6066355
212,43.167173999999996,-77.59160859999999
213,43.11580379999999,-77.6285121
214,43.1721931,-77.57493249999999
215,33.791638,-84.389488
216,43.154503000000005,-77.5627255
217,43.150246100000004,-77.6248615
218,43.16013299999999,-77.597311
219,43.17712770000001,-77.5880923
220,43.182251,-77.56756159999998
221,43.1626749,-77.64097609999999
222,43.1494686,-77.6141871
223,43.1611269,-77.61087160000002
224,43.1424715,-77.64996590000001
225,43.15807969999999,-77.5549897
226,43.1427779,-77.5895804
227,43.1655635,-77.6671698
228,43.1774657,-77.59723699999998
229,43.1552989,-77.5796283
230,43.2292653,-77.6250629
231,43.150434600000004,-77.5505003
232,43.2432102,-77.6253986
233,43.15448320000001,-77.5462905
234,43.16264169999999,-77.6057797
235,43.1169782,-77.6288725
236,43.124501,-77.6234084
237,43.1662727,-77.602049
238,43.1381565,-77.5965025
239,43.15607979999999,-77.60370309999998
240,43.14640319999999,-77.581637
241,43.2443463,-77.6187748
242,43.192906,-77.58702190000001
243,43.1540861,-77.54234930000001
244,43.1540861,-77.54234930000001
245,43.146142100000006,-77.55029870000001
246,43.134736100000005,-77.65600620000001
247,43.1788993,-77.5767405
248,43.146042200000004,-77.61474659999998
249,43.165930100000004,-77.5493359
250,43.12856190000001,-77.6300753
251,43.1359028,-77.60715979999998
252,43.13429989999999,-77.6070032
253,43.122658200000004,-77.62545469999998
254,43.122658200000004,-77.62545469999998
255,43.122658200000004,-77.62545469999998
256,43.1478973,-77.56521599999998
257,43.1973355,-77.644686
258,43.1775764,-77.5728451
259,43.1450823,-77.6369893
260,43.2545695,-77.61129090000001
261,43.15385429999999,-77.6413075
262,43.151768100000005,-77.5719891
263,43.1424873,-77.5933787
264,43.1644215,-77.63286070000001
265,43.15354620000001,-77.6263823
266,43.1832076,-77.5772777
267,43.1385391,-77.58273989999998
268,43.15680649999999,-77.6123968
269,43.1654562,-77.5732273
270,43.1821175,-77.5805852
271,43.166925600000006,-77.6563194
272,43.1560189,-77.61214840000001
273,43.193292,-77.60174599999998
