,X,Y,OBJECTID,Geocode_Address,OccurredFrom_Date_Year,OccurredFrom_Date_Month,OccurredFrom_Time,OccurredFrom_Timestamp,OccurredThrough_Date_Year,OccurredThrough_Date_Month,OccurredThrough_Time,OccurredThrough_Timestamp,Statute_Category,Statute_Description,Statute_CrimeCategory,Weapon_Description,Larceny_Type,Location_Type,Latitude,Longitude
1788,-77.5913447976085,43.1604472078115,17028,"785 E Main St, Rochester, NY, 14607",2018,5,1020,2018-05-14T10:20:00.000Z,2018,5,1200,2018-05-14T12:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Street,43.1603326,-77.5913356
1789,-77.5913447976085,43.1604472078115,17029,"785 E Main St, Rochester, NY, 14607",2018,3,231,2018-03-31T02:31:00.000Z,2018,3,232,2018-03-31T02:32:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Restaurant,43.1603326,-77.5913356
1790,-77.6086747214453,43.13733581610911,17054,"57 Manor Pkwy, Rochester, NY, 14620",2018,8,2330,2018-08-11T23:30:00.000Z,2018,8,2330,2018-08-12T23:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1376219,-77.60821609999999
1791,-77.5981486745609,43.1420087101724,17092,"814 S Clinton Ave, Rochester, NY, 14620",2018,4,437,2018-04-15T04:37:00.000Z,2018,4,437,2018-04-15T04:37:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1420318,-77.5980729
1792,-77.5981486745609,43.1420087101724,17093,"814 S Clinton Ave, Rochester, NY, 14620",2018,4,2200,2018-04-13T22:00:00.000Z,2018,4,230,2018-04-14T02:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1420318,-77.5980729
1793,-77.5981486745609,43.1420087101724,17094,"814 S Clinton Ave, Rochester, NY, 14620",2018,4,2230,2018-04-07T22:30:00.000Z,2018,4,215,2018-04-08T02:15:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1420318,-77.5980729
1794,-77.6113758982413,43.1901453581842,17173,"30 Resolute Cir, Rochester, NY, 14621",2018,6,1840,2018-06-26T18:40:00.000Z,2018,6,1245,2018-06-27T12:45:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.19007209999999,-77.6098463
1795,-77.59735573020859,43.159434230433796,17176,"568 E Main St, Rochester, NY, 14605",2018,6,930,2018-06-29T09:30:00.000Z,2018,7,1201,2018-07-20T12:01:00.000Z,M,Unauthorized Use of a Vehicle: Without Owner Consent        ,7,* No Weapon Specified *,Motor Vehicle Theft,Other Business Office,43.15945749999999,-77.59730429999999
1796,-77.59735573020859,43.159434230433796,17177,"568 E Main St, Rochester, NY, 14605",2018,6,814,2018-06-14T08:14:00.000Z,2018,6,1015,2018-06-14T10:15:00.000Z,M,Unauthorized Use of a Vehicle: Without Owner Consent        ,7,* No Weapon Specified *,Motor Vehicle Theft,Other Outside Location,43.15945749999999,-77.59730429999999
1797,-77.6600940785238,43.1734838423707,17183,"1133 Mount Read Blvd, Rochester, NY, 14606",2018,7,1645,2018-07-04T16:45:00.000Z,2018,7,1645,2018-07-04T16:45:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Blunt Object,* No Larceny Type Specified *,Street,43.1734772,-77.66014470000002
1798,-77.6084609881531,43.1949064875514,17207,"363 E Ridge Rd, Rochester, NY, 14621",2018,5,2325,2018-05-18T23:25:00.000Z,2018,5,2325,2018-05-18T23:25:00.000Z,F,Robbery 2nd: Aided By Another                               ,3,Semiautomatic Handgun,* No Larceny Type Specified *,Variety/Convenience Store,43.1949051,-77.6083574
1799,-77.59970666321,43.1581753170494,17211,"475 E Main St, Rochester, NY, 14604",2018,5,830,2018-05-30T08:30:00.000Z,2018,5,1700,2018-05-30T17:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Garage,43.1570252,-77.60044549999999
1800,-77.62498171784921,43.1379855533581,17265,"969 S Plymouth Ave, Rochester, NY, 14608",2018,3,2130,2018-03-19T21:30:00.000Z,2018,3,2230,2018-03-19T22:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Outside Location,43.1379873,-77.6249958
1801,-77.58637332656001,43.1664544022325,17287,"152 Pennsylvania Ave, Rochester, NY, 14605",2018,7,1200,2018-07-02T12:00:00.000Z,2018,7,1439,2018-07-02T14:39:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,43.1665769,-77.586356
1802,-77.6120113282036,43.149289964345705,17293,"301 Exchange Blvd, Rochester, NY, 14608",2018,9,1055,2018-09-21T10:55:00.000Z,2018,9,1055,2018-09-21T10:55:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,All Other Larcenies,Professional Office,43.14818930000001,-77.6123925
1803,-77.6543226646478,43.1579342965097,17327,"335 Glide St, Rochester, NY, 14611",2018,9,1200,2018-09-23T12:00:00.000Z,2018,10,1130,2018-10-07T11:30:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1579464,-77.6543507
1804,-77.6425647455739,43.188581916461494,17383,"533 Seneca Pkwy, Rochester, NY, 14613",2018,4,1938,2018-04-12T19:38:00.000Z,2018,4,1938,2018-04-12T19:38:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.1885823,-77.6425864
1805,-77.638862899762,43.133625515287505,17415,"97 Monica St, Rochester, NY, 14619",2018,4,2000,2018-04-26T20:00:00.000Z,2018,4,429,2018-04-27T04:29:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Single Family Home,43.1336415,-77.6388541
1806,-77.5850273536919,43.1419517929097,17430,"890 Monroe Ave, Rochester, NY, 14620",2018,7,1819,2018-07-14T18:19:00.000Z,2018,7,1819,2018-07-14T18:19:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Department/Discount Store,43.1419485,-77.5850794
1807,-77.5850273536919,43.1419517929097,17431,"890 Monroe Ave, Rochester, NY, 14620",2018,7,630,2018-07-12T06:30:00.000Z,2018,7,635,2018-07-12T06:35:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Variety/Convenience Store,43.1419485,-77.5850794
1808,-77.5850273536919,43.1419517929097,17432,"890 Monroe Ave, Rochester, NY, 14620",2018,5,657,2018-05-14T06:57:00.000Z,2018,5,657,2018-05-14T06:57:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Grocery/Supermarket,43.1419485,-77.5850794
1809,-77.5850273536919,43.1419517929097,17433,"890 Monroe Ave, Rochester, NY, 14620",2018,5,2145,2018-05-09T21:45:00.000Z,2018,5,2145,2018-05-09T21:45:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,43.1419485,-77.5850794
1810,-77.5850273536919,43.1419517929097,17434,"890 Monroe Ave, Rochester, NY, 14620",2018,2,100,2018-02-18T01:00:00.000Z,2018,2,120,2018-02-18T01:20:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Outside Location,43.1419485,-77.5850794
1811,-77.5850273536919,43.1419517929097,17435,"890 Monroe Ave, Rochester, NY, 14620",2018,2,1830,2018-02-07T18:30:00.000Z,2018,2,1845,2018-02-07T18:45:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,43.1419485,-77.5850794
1812,-77.5824931402367,43.1645057129529,17478,"573 N Goodman St, Rochester, NY, 14609",2018,4,2230,2018-04-05T22:30:00.000Z,2018,4,2330,2018-04-05T23:30:00.000Z,F,Robbery 1st: Use/Threatens Use of Dangerous Instrument      ,3,Blunt Object,* No Larceny Type Specified *,Street,43.1644751,-77.5825541
1813,-77.5946953917556,43.154052735741395,17511,"300 Alexander St, Rochester, NY, 14607",2018,6,1700,2018-06-11T17:00:00.000Z,2018,6,715,2018-06-12T07:15:00.000Z,F,Grand Larceny 3rd: Property Value Exceeds $3000             ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1541317,-77.59418780000001
1814,-77.6120909786051,43.1720823560119,17533,"740 N Clinton Ave, Rochester, NY, 14605",2018,7,1656,2018-07-07T16:56:00.000Z,2018,7,1656,2018-07-07T16:56:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Street,43.17187699999999,-77.612222
1815,-77.60249483269591,43.1395990407522,17537,"125 Caroline St, Rochester, NY, 14620",2018,8,930,2018-08-25T09:30:00.000Z,2018,8,800,2018-08-26T08:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Church,43.1395821,-77.6024374
1816,-77.6267009982442,43.1298190003708,17540,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,10,1200,2018-10-22T12:00:00.000Z,2018,10,830,2018-10-23T08:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,College,43.12856190000001,-77.6300753
1817,-77.6267009982442,43.1298190003708,17541,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,10,2000,2018-10-17T20:00:00.000Z,2018,10,940,2018-10-22T09:40:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,All Other Larcenies,College,43.12856190000001,-77.6300753
1818,-77.6267009982442,43.1298190003708,17542,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,10,1400,2018-10-09T14:00:00.000Z,2018,10,2100,2018-10-12T21:00:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,All Other Larcenies,College,43.12856190000001,-77.6300753
1819,-77.6267009982442,43.1298190003708,17543,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,10,1400,2018-10-10T14:00:00.000Z,2018,10,1500,2018-10-10T15:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,College,43.12856190000001,-77.6300753
1820,-77.6267009982442,43.1298190003708,17544,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,10,1400,2018-10-08T14:00:00.000Z,2018,10,1500,2018-10-08T15:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,College,43.12856190000001,-77.6300753
1821,-77.6267009982442,43.1298190003708,17545,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,10,1000,2018-10-08T10:00:00.000Z,2018,10,1025,2018-10-08T10:25:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Hospital,43.12856190000001,-77.6300753
1822,-77.6267009982442,43.1298190003708,17997,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,1,30,2018-01-21T00:30:00.000Z,2018,1,800,2018-01-21T08:00:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,Theft from Building,Hospital,43.12856190000001,-77.6300753
1823,-77.6267009982442,43.1298190003708,18003,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,5,1200,2018-05-15T12:00:00.000Z,2018,5,1230,2018-05-15T12:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,College,43.12856190000001,-77.6300753
1824,-77.6267009982442,43.1298190003708,18004,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,5,1400,2018-05-05T14:00:00.000Z,2018,5,300,2018-05-06T03:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,College,43.12856190000001,-77.6300753
1825,-77.6267009982442,43.1298190003708,18005,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,5,1445,2018-05-05T14:45:00.000Z,2018,5,1525,2018-05-05T15:25:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,College,43.12856190000001,-77.6300753
1826,-77.6267009982442,43.1298190003708,18006,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,4,1030,2018-04-24T10:30:00.000Z,2018,4,1039,2018-04-24T10:39:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,College,43.12856190000001,-77.6300753
1827,-77.6267009982442,43.1298190003708,18007,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,4,1800,2018-04-17T18:00:00.000Z,2018,4,1845,2018-04-17T18:45:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,Theft from Building,College,43.12856190000001,-77.6300753
1828,-77.6267009982442,43.1298190003708,18008,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,8,1215,2018-08-17T12:15:00.000Z,2018,8,1315,2018-08-17T13:15:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,College,43.12856190000001,-77.6300753
1829,-77.6267009982442,43.1298190003708,18009,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,8,1000,2018-08-07T10:00:00.000Z,2018,8,1500,2018-08-07T15:00:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,Theft from Motor Vehicle,College,43.12856190000001,-77.6300753
1830,-77.6267009982442,43.1298190003708,18010,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,7,0,2018-07-01T00:00:00.000Z,2018,7,2359,2018-07-13T23:59:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,College,43.12856190000001,-77.6300753
1831,-77.6267009982442,43.1298190003708,18011,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,5,1700,2018-05-24T17:00:00.000Z,2018,5,1800,2018-05-24T18:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,College,43.12856190000001,-77.6300753
1832,-77.6267009982442,43.1298190003708,18012,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,5,1700,2018-05-23T17:00:00.000Z,2018,5,1130,2018-05-24T11:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,College,43.12856190000001,-77.6300753
1833,-77.6267009982442,43.1298190003708,18013,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,5,1700,2018-05-18T17:00:00.000Z,2018,5,745,2018-05-21T07:45:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,Theft from Building,College,43.12856190000001,-77.6300753
1834,-77.6267009982442,43.1298190003708,18014,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,9,1340,2018-09-21T13:40:00.000Z,2018,9,1418,2018-09-21T14:18:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,College,43.12856190000001,-77.6300753
1835,-77.6267009982442,43.1298190003708,18015,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,8,1300,2018-08-01T13:00:00.000Z,2018,9,1834,2018-09-15T18:34:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Hospital,43.12856190000001,-77.6300753
1836,-77.6267009982442,43.1298190003708,18016,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,9,1800,2018-09-06T18:00:00.000Z,2018,9,900,2018-09-07T09:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,College,43.12856190000001,-77.6300753
1837,-77.6267009982442,43.1298190003708,18017,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,8,750,2018-08-26T07:50:00.000Z,2018,8,1250,2018-08-27T12:50:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,College,43.12856190000001,-77.6300753
1838,-77.6267009982442,43.1298190003708,18018,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,4,1400,2018-04-27T14:00:00.000Z,2018,4,1609,2018-04-27T16:09:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,All Other Larcenies,College,43.12856190000001,-77.6300753
1839,-77.6267009982442,43.1298190003708,18019,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,8,2100,2018-08-15T21:00:00.000Z,2018,8,1057,2018-08-19T10:57:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,College,43.12856190000001,-77.6300753
1840,-77.58244309551841,43.1398837844978,18022,"209 Rosedale St, Rochester, NY, 14620",2018,10,1420,2018-10-02T14:20:00.000Z,2018,10,1420,2018-10-02T14:20:00.000Z,F,Robbery 1st: Displays What Appears To Be a Firearm          ,3,Semiautomatic Handgun,* No Larceny Type Specified *,Street,43.1398452,-77.5824226
1841,-77.609502125107,43.182813686220506,18025,"27 Zimbrich St, Rochester, NY, 14621",2018,1,800,2018-01-10T08:00:00.000Z,2018,1,1545,2018-01-10T15:45:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,School,43.182873,-77.60946
1842,-77.5997716201167,43.179180881855494,18038,"285 Berlin St, Rochester, NY, 14621",2018,6,606,2018-06-18T06:06:00.000Z,2018,6,606,2018-06-18T06:06:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1791152,-77.59975159999999
1843,-77.6123443526879,43.172370956939,18041,"764 N Clinton Ave, Rochester, NY, 14605",2018,9,1536,2018-09-18T15:36:00.000Z,2018,9,1536,2018-09-18T15:36:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Street,43.1723624,-77.61228489999999
1844,-77.6225177600053,43.183873233463494,18098,"77 Saranac St, Rochester, NY, 14621",2018,1,1149,2018-01-29T11:49:00.000Z,2018,1,1149,2018-01-29T11:49:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Multiple Dwelling,43.183859,-77.6224914
1845,-77.57900163159941,43.1689187372412,18100,"804 N Goodman St, Rochester, NY, 14609",2018,8,1047,2018-08-26T10:47:00.000Z,2018,8,1047,2018-08-26T10:47:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Drug Store,43.1689196,-77.5790463
1846,-77.57900163159941,43.1689187372412,18101,"804 N Goodman St, Rochester, NY, 14609",2018,8,2015,2018-08-23T20:15:00.000Z,2018,8,2015,2018-08-23T20:15:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Variety/Convenience Store,43.1689196,-77.5790463
1847,-77.57900163159941,43.1689187372412,18102,"804 N Goodman St, Rochester, NY, 14609",2018,8,1032,2018-08-22T10:32:00.000Z,2018,8,1032,2018-08-22T10:32:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Drug Store,43.1689196,-77.5790463
1848,-77.57900163159941,43.1689187372412,18103,"804 N Goodman St, Rochester, NY, 14609",2018,8,1248,2018-08-07T12:48:00.000Z,2018,8,1248,2018-08-07T12:48:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Drug Store,43.1689196,-77.5790463
1849,-77.57900163159941,43.1689187372412,18104,"804 N Goodman St, Rochester, NY, 14609",2018,7,1357,2018-07-18T13:57:00.000Z,2018,7,1357,2018-07-18T13:57:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Drug Store,43.1689196,-77.5790463
1850,-77.57900163159941,43.1689187372412,18105,"804 N Goodman St, Rochester, NY, 14609",2018,6,2051,2018-06-25T20:51:00.000Z,2018,6,2051,2018-06-25T20:51:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Drug Store,43.1689196,-77.5790463
1851,-77.57900163159941,43.1689187372412,18152,"804 N Goodman St, Rochester, NY, 14609",2018,6,907,2018-06-08T09:07:00.000Z,2018,6,907,2018-06-08T09:07:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Drug Store,43.1689196,-77.5790463
1852,-77.57900163159941,43.1689187372412,18153,"804 N Goodman St, Rochester, NY, 14609",2018,4,1559,2018-04-08T15:59:00.000Z,2018,4,1559,2018-04-08T15:59:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Drug Store,43.1689196,-77.5790463
1853,-77.57900163159941,43.1689187372412,18154,"804 N Goodman St, Rochester, NY, 14609",2018,4,1851,2018-04-03T18:51:00.000Z,2018,4,1851,2018-04-03T18:51:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Drug Store,43.1689196,-77.5790463
1854,-77.6074331523445,43.1795066458326,18159,"808 Joseph Ave, Rochester, NY, 14621",2018,8,145,2018-08-05T01:45:00.000Z,2018,8,230,2018-08-05T02:30:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,Theft of Motor Vehicle Parts or Accessories,Street,43.1795074,-77.607406
1855,-77.6348912151829,43.155102049835904,18164,"371 Maple St, Rochester, NY, 14611",2018,9,300,2018-09-22T03:00:00.000Z,2018,9,330,2018-09-22T03:30:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Yard,43.1549935,-77.63484129999999
1856,-77.6348912151829,43.155102049835904,18165,"371 Maple St, Rochester, NY, 14611",2018,7,1700,2018-07-03T17:00:00.000Z,2018,7,1240,2018-07-09T12:40:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1549935,-77.63484129999999
1857,-77.6348912151829,43.155102049835904,18166,"371 Maple St, Rochester, NY, 14611",2018,4,100,2018-04-14T01:00:00.000Z,2018,4,108,2018-04-14T01:08:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,43.1549935,-77.63484129999999
1858,-77.5726742804105,43.1743264159692,18176,"287 Ellison St, Rochester, NY, 14609",2018,9,1854,2018-09-01T18:54:00.000Z,2018,9,1854,2018-09-01T18:54:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Street,43.1743217,-77.5726548
1859,-77.5726742804105,43.1743264159692,18177,"287 Ellison St, Rochester, NY, 14609",2018,8,2100,2018-08-30T21:00:00.000Z,2018,8,2100,2018-08-30T21:00:00.000Z,F,Robbery 1st: Cause Serious Injury                           ,3,Shotgun,* No Larceny Type Specified *,Single Family Home,43.1743217,-77.5726548
1860,-77.6341824006472,43.18546302380611,18187,"106 Birr St, Rochester, NY, 14613",2018,7,1900,2018-07-13T19:00:00.000Z,2018,7,1300,2018-07-14T13:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.1854953,-77.63417
1861,-77.60227666395309,43.1548438018563,18193,"100 Chestnut St, Rochester, NY, 14607",2018,7,1030,2018-07-16T10:30:00.000Z,2018,7,1030,2018-07-16T10:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Government Office,43.1549992,-77.6024697
1862,-77.60227666395309,43.1548438018563,18194,"100 Chestnut St, Rochester, NY, 14607",2018,7,1200,2018-07-09T12:00:00.000Z,2018,7,1200,2018-07-09T12:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Professional Office,43.1549992,-77.6024697
1863,-77.60227666395309,43.1548438018563,18195,"100 Chestnut St, Rochester, NY, 14607",2018,4,1000,2018-04-30T10:00:00.000Z,2018,4,1130,2018-04-30T11:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Outside Location,43.1549992,-77.6024697
1864,-77.652952304863,43.192596521122894,18231,"470 La Grange Ave, Rochester, NY, 14615",2018,7,1350,2018-07-03T13:50:00.000Z,2018,7,1730,2018-07-03T17:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Outside Location,43.1925817,-77.6529637
1865,-77.58137875442209,43.138103335365706,18286,"46 Alliance Ave, Rochester, NY, 14620",2018,8,730,2018-08-21T07:30:00.000Z,2018,8,930,2018-08-22T09:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Yard,43.1381682,-77.581451
1866,-77.63148200839709,43.177898723127,18310,"703 Lake Ave, Rochester, NY, 14613",2018,4,1224,2018-04-11T12:24:00.000Z,2018,4,1226,2018-04-11T12:26:00.000Z,F,Grand Larceny 3rd: Property Value Exceeds $3000             ,6,* No Weapon Specified *,All Other Larcenies,Street,43.1778836,-77.6314287
1867,-77.6333704848124,43.1407234212058,18315,"431 Hawley St, Rochester, NY, 14611",2018,7,2131,2018-07-04T21:31:00.000Z,2018,7,2131,2018-07-04T21:31:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Firearm,* No Larceny Type Specified *,Street,43.1406525,-77.633376
1868,-77.5914195006402,43.183976576468,18327,"400 Carter St, Rochester, NY, 14621",2018,2,1630,2018-02-26T16:30:00.000Z,2018,2,600,2018-02-27T06:00:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Garage/Shed,43.1839498,-77.591414
1869,-77.5845021407119,43.187641784745104,18330,"1404 Norton St, Rochester, NY, 14621",2018,7,0,2018-07-28T00:00:00.000Z,2018,7,2359,2018-07-28T23:59:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Gas Station,43.1876037,-77.5845531
1870,-77.5985362902498,43.148551222598705,18348,"185 Alexander St, Rochester, NY, 14607",2018,8,2200,2018-08-24T22:00:00.000Z,2018,8,1839,2018-08-25T18:39:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1484026,-77.59834149999999
1871,-77.6090928884971,43.258164326633604,18356,"4791 Lake Ave, Rochester, NY, 14612",2018,7,2008,2018-07-11T20:08:00.000Z,2018,7,2008,2018-07-11T20:08:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Shotgun,* No Larceny Type Specified *,Street,43.2581557,-77.6091093
1872,-77.65838095492971,43.1947451621342,18375,"38 Pittsford St, Rochester, NY, 14615",2018,7,1200,2018-07-03T12:00:00.000Z,2018,7,1200,2018-07-21T12:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Yard,43.1947383,-77.6583775
1873,-77.6212626352995,43.1501676077339,18380,"150 Van Auker St, Rochester, NY, 14608",2018,10,1300,2018-10-11T13:00:00.000Z,2018,10,1900,2018-10-11T19:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Residential,43.149935,-77.62116929999999
1874,-77.59602551866129,43.163770840989706,18415,"378 Scio St, Rochester, NY, 14605",2018,6,39,2018-06-12T00:39:00.000Z,2018,6,39,2018-06-12T00:39:00.000Z,F,Robbery 2nd: Aided By Another                               ,3,Blunt Object,* No Larceny Type Specified *,Street,43.1637341,-77.5959237
