,X,Y,OBJECTID,Geocode_Address,OccurredFrom_Date_Year,OccurredFrom_Date_Month,OccurredFrom_Time,OccurredFrom_Timestamp,OccurredThrough_Date_Year,OccurredThrough_Date_Month,OccurredThrough_Time,OccurredThrough_Timestamp,Statute_Category,Statute_Description,Statute_CrimeCategory,Weapon_Description,Larceny_Type,Location_Type,Latitude,Longitude
0,-77.5815703158648,43.1397289287897,2020,"1040 Monroe Ave, Rochester, NY, 14620",2018,3,2000,2018-03-20T20:00:00.000Z,2018,3,730,2018-03-21T07:30:00.000Z,F,Grand Larceny 3rd: Property Value Exceeds $3000             ,6,* No Weapon Specified *,All Other Larcenies,Street,43.1397825,-77.58150289999999
1,-77.61980224063959,43.18619773424789,2026,"155 Norton St, Rochester, NY, 14621",2018,4,1000,2018-04-28T10:00:00.000Z,2018,4,1510,2018-04-28T15:10:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.186117,-77.61975939999999
2,-77.64778918234892,43.140830043891,2054,"264 Post Ave, Rochester, NY, 14619",2018,10,940,2018-10-10T09:40:00.000Z,2018,10,940,2018-10-10T09:40:00.000Z,F,Murder 2nd: Intention                                       ,1,Firearm,* No Larceny Type Specified *,Single Family Home,43.1408143,-77.64777339999999
3,-77.64778918234892,43.140830043891,2055,"264 Post Ave, Rochester, NY, 14619",2018,7,2039,2018-07-09T20:39:00.000Z,2018,7,2039,2018-07-09T20:39:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.1408143,-77.64777339999999
4,-77.60546877341021,43.146544311843996,2062,"500 South Ave, Rochester, NY, 14620",2018,5,1102,2018-05-20T11:02:00.000Z,2018,5,1145,2018-05-20T11:45:00.000Z,F,Assault 2nd: With Intent To Cause Serious Physical Injury   ,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,43.1464625,-77.6052498
5,-77.6451237821207,43.131184746158,2072,"362 Brooks Ave, Rochester, NY, 14619",2018,3,1225,2018-03-14T12:25:00.000Z,2018,3,1225,2018-03-14T12:25:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Semiautomatic Handgun,* No Larceny Type Specified *,Multiple Dwelling,43.13121719999999,-77.6450919
6,-77.6021089467835,43.18858580548571,2089,"85 Wakefield St, Rochester, NY, 14621",2018,8,1510,2018-08-13T15:10:00.000Z,2018,8,1510,2018-08-13T15:10:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,43.1885821,-77.6021241
7,-77.601490378061,43.1566731446362,2102,"109 East Ave, Rochester, NY, 14604",2018,8,2330,2018-08-26T23:30:00.000Z,2018,8,2330,2018-08-26T23:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Bar,43.1566817,-77.6012408
8,-77.6240288013838,43.1465323138731,2127,"91 Dr Samuel Mccree Way, Rochester, NY, 14608",2018,6,944,2018-06-26T09:44:00.000Z,2018,6,944,2018-06-26T09:44:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1464724,-77.62411639999999
9,-77.6404818237273,43.1397489704866,2141,"440 Wellington Ave, Rochester, NY, 14619",2018,6,1200,2018-06-08T12:00:00.000Z,2018,6,1230,2018-06-08T12:30:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.1397299,-77.64041259999999
10,-77.6243579257203,43.1236079462745,2153,"601 Elmwood Ave, Rochester, NY, 14620",2018,6,957,2018-06-14T09:57:00.000Z,2018,6,1745,2018-06-14T17:45:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1226582,-77.62545469999999
11,-77.58544674819191,43.1494750313098,2186,"389 Park Ave, Rochester, NY, 14607",2018,3,2000,2018-03-05T20:00:00.000Z,2018,3,500,2018-03-06T05:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Street,43.1494282,-77.5854277
12,-77.58276679762429,43.1467529935816,2199,"225 Barrington St, Rochester, NY, 14607",2018,3,1800,2018-03-19T18:00:00.000Z,2018,3,1200,2018-03-20T12:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Unknown,43.1467513,-77.5827973
13,-77.5913069050111,43.1392024071784,2200,"461 Benton St, Rochester, NY, 14620",2018,6,1130,2018-06-13T11:30:00.000Z,2018,6,1130,2018-06-13T11:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.139152,-77.59131599999999
14,-77.6121941022898,43.116770760486204,2203,"102 Green Knolls Dr, Rochester, NY, 14620",2018,1,209,2018-01-06T02:09:00.000Z,2018,1,220,2018-01-06T02:20:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,43.1157657,-77.6149894
15,-77.6534520615333,43.134449390331106,2232,"85 Hillendale St, Rochester, NY, 14619",2018,3,2300,2018-03-11T23:00:00.000Z,2018,3,200,2018-03-12T02:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1345193,-77.65346149999999
16,-77.6270805159886,43.170376312558794,2251,"312 Lake Ave, Rochester, NY, 14613",2018,1,1100,2018-01-03T11:00:00.000Z,2018,1,1600,2018-01-03T16:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1704062,-77.62688299999999
17,-77.54398375967091,43.1588698135413,2262,"71 Berwick Rd, Rochester, NY, 14609",2018,8,2100,2018-08-26T21:00:00.000Z,2018,8,745,2018-08-27T07:45:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.1588926,-77.5440064
18,-77.662914635454,43.1615153572297,2265,"78 Dodge St, Rochester, NY, 14606",2018,3,38,2018-03-21T00:38:00.000Z,2018,3,38,2018-03-21T00:38:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,43.1615922,-77.6632076
19,-77.5616891365777,43.16342322820871,2270,"35 Clark St, Rochester, NY, 14609",2018,8,900,2018-08-30T09:00:00.000Z,2018,8,1800,2018-08-30T18:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.1629745,-77.561644
20,-77.6269491569989,43.14890488841289,2273,"310 Adams St, Rochester, NY, 14608",2018,8,1524,2018-08-27T15:24:00.000Z,2018,8,1524,2018-08-27T15:24:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Semiautomatic Handgun,* No Larceny Type Specified *,Street,43.1490119,-77.6286228
21,-77.6267009982442,43.1298190003708,2274,"500 Joseph C Wilson Blvd, Rochester, NY, 14620",2018,8,942,2018-08-29T09:42:00.000Z,2018,8,943,2018-08-29T09:43:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,Theft from Building,College,43.12856190000001,-77.6300753
22,-77.6128646330292,43.1901164578844,2280,"1624 N Clinton Ave, Rochester, NY, 14621",2018,3,2317,2018-03-17T23:17:00.000Z,2018,3,2317,2018-03-17T23:17:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Multiple Dwelling,43.1902128,-77.6128853
23,-77.6243579257203,43.1236079462745,2282,"601 Elmwood Ave, Rochester, NY, 14620",2018,5,1200,2018-05-15T12:00:00.000Z,2018,5,1226,2018-05-15T12:26:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Hospital,43.1226582,-77.62545469999999
24,-77.6073725235947,43.143740080156405,2289,"135 Averill Ave, Rochester, NY, 14620",2018,8,830,2018-08-10T08:30:00.000Z,2018,8,1200,2018-08-10T12:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Street,43.1437033,-77.6073613
25,-77.5953280030728,43.1520133377861,2311,"17 Park Ave, Rochester, NY, 14607",2018,2,1700,2018-02-17T17:00:00.000Z,2018,2,41,2018-02-20T00:41:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.15192649999999,-77.5952751
26,-77.6267457362535,43.1686520596847,2312,"233 Lake Ave, Rochester, NY, 14608",2018,8,856,2018-08-23T08:56:00.000Z,2018,8,856,2018-08-23T08:56:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.168721,-77.6266964
27,-77.6155938935505,43.1165314310246,2319,"36 Green Knolls Dr, Rochester, NY, 14620",2018,2,1800,2018-02-24T18:00:00.000Z,2018,2,1900,2018-02-24T19:00:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,43.1151312,-77.6149555
28,-77.5689080955505,43.175828496340706,2324,"1967 Clifford Ave, Rochester, NY, 14609",2018,1,1330,2018-01-04T13:30:00.000Z,2018,1,1330,2018-01-04T13:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Yard,43.1758384,-77.56890489999999
29,-77.5765666884536,43.16782547925771,2325,"297 Webster Ave, Rochester, NY, 14609",2018,7,0,2018-07-07T00:00:00.000Z,2018,7,900,2018-07-07T09:00:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Other Building,43.16781570000001,-77.5765502
30,-77.5881217364171,43.1711807189956,2328,"217 First St, Rochester, NY, 14605",2018,7,2230,2018-07-01T22:30:00.000Z,2018,7,1000,2018-07-02T10:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.1710227,-77.5883447
31,-77.6243579257203,43.1236079462745,2333,"601 Elmwood Ave, Rochester, NY, 14620",2018,2,300,2018-02-05T03:00:00.000Z,2018,2,600,2018-02-05T06:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
32,-77.6273836583595,43.2302470011738,2364,"30 Winans St, Rochester, NY, 14612",2018,9,200,2018-09-13T02:00:00.000Z,2018,9,730,2018-09-13T07:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.230279,-77.62737299999999
33,-77.5810447053565,43.1539843809062,2397,"26 Portsmouth Ter, Rochester, NY, 14607",2018,7,30,2018-07-31T00:30:00.000Z,2018,7,200,2018-07-31T02:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.1540033,-77.5809043
34,-77.61322396271599,43.1744182985005,2399,"877 N Clinton Ave, Rochester, NY, 14605",2018,9,1500,2018-09-05T15:00:00.000Z,2018,9,1700,2018-09-05T17:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Park/Playground,43.1745494,-77.6135425
35,-77.6243579257203,43.1236079462745,2404,"601 Elmwood Ave, Rochester, NY, 14620",2018,1,900,2018-01-27T09:00:00.000Z,2018,1,1000,2018-01-27T10:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
36,-77.6170570768593,43.181927002394,2406,"26 Ok Ter, Rochester, NY, 14621",2018,8,1259,2018-08-05T12:59:00.000Z,2018,8,1259,2018-08-05T12:59:00.000Z,F,Robbery 2nd: Aided By Another                               ,3,Blunt Object,* No Larceny Type Specified *,Single Family Home,43.1818739,-77.6170332
37,-77.6456808860885,43.134026225811205,2412,"623 Woodbine Ave, Rochester, NY, 14619",2018,5,1300,2018-05-28T13:00:00.000Z,2018,5,823,2018-05-29T08:23:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.134014,-77.64578499999999
38,-77.5942289919697,43.1377685549805,2420,"1060 S Clinton Ave, Rochester, NY, 14620",2018,10,1729,2018-10-15T17:29:00.000Z,2018,10,1729,2018-10-15T17:29:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,All Other Larcenies,Other Retail Store,43.1377569,-77.5942551
39,-77.61700952980009,43.1819192572143,2428,"24 Ok Ter, Rochester, NY, 14621",2018,5,800,2018-05-08T08:00:00.000Z,2018,5,1200,2018-05-08T12:00:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,43.181949,-77.61697699999999
40,-77.6243579257203,43.1236079462745,2440,"601 Elmwood Ave, Rochester, NY, 14620",2018,6,1800,2018-06-27T18:00:00.000Z,2018,6,2000,2018-06-28T20:00:00.000Z,F,Grand Larceny 4th: Credit Card                              ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
41,-77.6117428955214,43.159586991497704,2462,"165 N Water St, Rochester, NY, 14604",2018,6,15,2018-06-01T00:15:00.000Z,2018,6,600,2018-06-01T06:00:00.000Z,F,Robbery 2nd: Aided By Another                               ,3,Unknown,* No Larceny Type Specified *,Multiple Dwelling,43.15954989999999,-77.6116138
42,-77.6315824508915,43.11779407219629,2466,"400 Kendrick Rd, Rochester, NY, 14620",2018,9,800,2018-09-16T08:00:00.000Z,2018,9,800,2018-09-22T08:00:00.000Z,F,Grand Larceny 4th: Value Property Greater Than $1000        ,6,* No Weapon Specified *,All Other Larcenies,College,43.1176965,-77.6316413
43,-77.5915192217769,43.1498733570269,2475,"10 Rowley St, Rochester, NY, 14607",2018,8,2230,2018-08-10T22:30:00.000Z,2018,8,707,2018-08-11T07:07:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.1498741,-77.591358
44,-77.6297656665658,43.175687733623896,2479,"25 Ravine Ave, Rochester, NY, 14613",2018,8,1600,2018-08-21T16:00:00.000Z,2018,8,1607,2018-08-21T16:07:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.1756148,-77.62951149999999
45,-77.5877450089019,43.14254985309711,2495,"795 Monroe Ave, Rochester, NY, 14607",2018,10,230,2018-10-14T02:30:00.000Z,2018,10,840,2018-10-14T08:40:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.142543,-77.58777660000001
46,-77.58663345853029,43.13987976966471,2504,"153 Laburnam Cres, Rochester, NY, 14620",2018,4,730,2018-04-24T07:30:00.000Z,2018,4,1115,2018-04-24T11:15:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.139959,-77.586652
47,-77.6368446552568,43.18107974321939,2515,"256 Driving Park Ave, Rochester, NY, 14613",2018,7,2320,2018-07-03T23:20:00.000Z,2018,7,2320,2018-07-03T23:20:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1811409,-77.636816
48,-77.6243579257203,43.1236079462745,2517,"601 Elmwood Ave, Rochester, NY, 14620",2018,1,1630,2018-01-10T16:30:00.000Z,2018,1,1641,2018-01-10T16:41:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
49,-77.59716815110741,43.1358278610874,2535,"50 Bly St, Rochester, NY, 14620",2018,6,130,2018-06-25T01:30:00.000Z,2018,6,1220,2018-06-25T12:20:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Garage/Shed,43.1358234,-77.59716639999999
50,-77.59716815110741,43.1358278610874,2536,"50 Bly St, Rochester, NY, 14620",2018,5,2200,2018-05-15T22:00:00.000Z,2018,5,645,2018-05-16T06:45:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.1358234,-77.59716639999999
51,-77.59716815110741,43.1358278610874,2537,"50 Bly St, Rochester, NY, 14620",2018,1,2200,2018-01-22T22:00:00.000Z,2018,1,725,2018-01-23T07:25:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Garage/Shed,43.1358234,-77.59716639999999
52,-77.6243579257203,43.1236079462745,2541,"601 Elmwood Ave, Rochester, NY, 14620",2018,8,1410,2018-08-16T14:10:00.000Z,2018,8,2305,2018-08-16T23:05:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
53,-77.59541776399341,43.138734804881004,2583,"451 Caroline St, Rochester, NY, 14620",2018,4,1239,2018-04-26T12:39:00.000Z,2018,5,1700,2018-05-03T17:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1386271,-77.5954369
54,-77.6352253769506,43.168654020556005,2608,"216 Dewey Ave, Rochester, NY, 14608",2018,1,1500,2018-01-12T15:00:00.000Z,2018,1,1000,2018-01-14T10:00:00.000Z,F,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,* No Weapon Specified *,Motor Vehicle Theft,Street,43.1687044,-77.6350662
55,-77.6222571616542,43.18318763331921,2649,"89 Northview Ter, Rochester, NY, 14621",2018,3,800,2018-03-22T08:00:00.000Z,2018,3,1700,2018-03-29T17:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Street,43.1831632,-77.6222696
56,-77.63975714133441,43.210782249009505,2665,"35 Mc Call Rd, Rochester, NY, 14615",2018,8,2319,2018-08-17T23:19:00.000Z,2018,8,2319,2018-08-18T23:19:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Single Family Home,43.2107752,-77.6397348
57,-77.61154965674041,43.156713357685604,2676,"28 E Main St, Rochester, NY, 14614",2018,5,630,2018-05-26T06:30:00.000Z,2018,5,630,2018-05-26T06:30:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Restaurant,43.1564523,-77.6115464
58,-77.648613403578,43.16797964394689,2683,"160 Burrows St, Rochester, NY, 14606",2018,1,1510,2018-01-01T15:10:00.000Z,2018,1,1654,2018-01-01T16:54:00.000Z,F,Robbery 2nd: Aided By Another                               ,3,Knife/Cutting Instrument,* No Larceny Type Specified *,Park/Playground,43.1679998,-77.64839529999999
59,-77.584526303699,43.1628362136215,2715,"14 Railroad St, Rochester, NY, 14609",2018,5,1900,2018-05-27T19:00:00.000Z,2018,5,1930,2018-05-27T19:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Other Business Office,43.1629055,-77.58437409999999
60,-77.63049077152971,43.1900708885912,2718,"1295 Lake Ave, Rochester, NY, 14613",2018,2,1722,2018-02-18T17:22:00.000Z,2018,2,1736,2018-02-18T17:36:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Other Weapon,* No Larceny Type Specified *,Multiple Dwelling,43.1900399,-77.63056759999999
61,-77.6137953465221,43.1783808621519,2731,"1055 N Clinton Ave, Rochester, NY, 14621",2018,10,2344,2018-10-15T23:44:00.000Z,2018,10,5,2018-10-16T00:05:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Other Retail Store,43.178354,-77.613922
62,-77.6137953465221,43.1783808621519,2732,"1055 N Clinton Ave, Rochester, NY, 14621",2018,10,31,2018-10-08T00:31:00.000Z,2018,10,33,2018-10-08T00:33:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Department/Discount Store,43.178354,-77.613922
63,-77.6137953465221,43.1783808621519,2733,"1055 N Clinton Ave, Rochester, NY, 14621",2018,8,1535,2018-08-22T15:35:00.000Z,2018,8,1535,2018-08-22T15:35:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Drug Store,43.178354,-77.613922
64,-77.6137953465221,43.1783808621519,2734,"1055 N Clinton Ave, Rochester, NY, 14621",2018,8,2030,2018-08-03T20:30:00.000Z,2018,8,2030,2018-08-03T20:30:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Semiautomatic Handgun,* No Larceny Type Specified *,Department/Discount Store,43.178354,-77.613922
65,-77.6137953465221,43.1783808621519,2735,"1055 N Clinton Ave, Rochester, NY, 14621",2018,7,850,2018-07-21T08:50:00.000Z,2018,7,850,2018-07-21T08:50:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,43.178354,-77.613922
66,-77.6137953465221,43.1783808621519,2736,"1055 N Clinton Ave, Rochester, NY, 14621",2018,6,1639,2018-06-12T16:39:00.000Z,2018,6,1639,2018-06-12T16:39:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Department/Discount Store,43.178354,-77.613922
67,-77.6137953465221,43.1783808621519,2737,"1055 N Clinton Ave, Rochester, NY, 14621",2018,5,927,2018-05-23T09:27:00.000Z,2018,5,927,2018-05-23T09:27:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Department/Discount Store,43.178354,-77.613922
68,-77.6137953465221,43.1783808621519,2738,"1055 N Clinton Ave, Rochester, NY, 14621",2018,5,825,2018-05-17T08:25:00.000Z,2018,5,826,2018-05-17T08:26:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Department/Discount Store,43.178354,-77.613922
69,-77.6137953465221,43.1783808621519,2739,"1055 N Clinton Ave, Rochester, NY, 14621",2018,5,1255,2018-05-02T12:55:00.000Z,2018,5,1302,2018-05-02T13:02:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Drug Store,43.178354,-77.613922
70,-77.6137953465221,43.1783808621519,2740,"1055 N Clinton Ave, Rochester, NY, 14621",2018,4,1252,2018-04-29T12:52:00.000Z,2018,4,1308,2018-04-29T13:08:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Shoplifting,Variety/Convenience Store,43.178354,-77.613922
71,-77.6137953465221,43.1783808621519,2741,"1055 N Clinton Ave, Rochester, NY, 14621",2018,4,450,2018-04-15T04:50:00.000Z,2018,4,500,2018-04-15T05:00:00.000Z,F,Robbery 3rd                                                 ,3,Unknown,* No Larceny Type Specified *,Department/Discount Store,43.178354,-77.613922
72,-77.6243579257203,43.1236079462745,2763,"601 Elmwood Ave, Rochester, NY, 14620",2018,10,200,2018-10-14T02:00:00.000Z,2018,10,215,2018-10-14T02:15:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Other Weapon,* No Larceny Type Specified *,Hospital,43.1226582,-77.62545469999999
73,-77.6592956495161,43.145507450172005,2791,"81 Stanton St, Rochester, NY, 14611",2018,5,250,2018-05-25T02:50:00.000Z,2018,5,250,2018-05-25T02:50:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,43.1454783,-77.6595631
74,-77.65292731959241,43.1587051129892,2803,"61 Dakota St, Rochester, NY, 14611",2018,2,1500,2018-02-04T15:00:00.000Z,2018,2,1430,2018-02-06T14:30:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,43.1586851,-77.6529189
75,-77.61259804815579,43.1899064861944,2808,"1612 N Clinton Ave, Rochester, NY, 14621",2018,3,1811,2018-03-13T18:11:00.000Z,2018,3,1811,2018-03-13T18:11:00.000Z,M,Menacing 2nd: Weapon                                        ,4,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,43.1898645,-77.61293669999999
76,-77.63656109858391,43.127786304265605,2822,"29 Arvine Park, Rochester, NY, 14611",2018,10,16,2018-10-03T00:16:00.000Z,2018,10,16,2018-10-03T00:16:00.000Z,F,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Blunt Object,* No Larceny Type Specified *,Single Family Home,43.1277953,-77.6365418
77,-77.5815349400714,43.161778583902596,2827,"1151 E Main St, Rochester, NY, 14609",2018,4,1100,2018-04-22T11:00:00.000Z,2018,4,1208,2018-04-22T12:08:00.000Z,F,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,* No Weapon Specified *,* No Larceny Type Specified *,Residential Facility,43.1617048,-77.5815012
78,-77.58141203401121,43.1457794043542,2835,"146 Edgerton St, Rochester, NY, 14607",2018,8,1441,2018-08-24T14:41:00.000Z,2018,8,1441,2018-08-24T14:41:00.000Z,F,Robbery 3rd                                                 ,3,Personal Weapons,* No Larceny Type Specified *,Street,43.145772,-77.5814063
79,-77.5858872365884,43.1825434766286,2844,"920 Portland Ave, Rochester, NY, 14621",2018,1,730,2018-01-27T07:30:00.000Z,2018,1,2100,2018-01-27T21:00:00.000Z,F,Burglary 2nd: Illegal Entry: Dwelling                       ,5,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,43.1826177,-77.58591109999999
80,-77.5929747229657,43.144622864949504,2847,"456 S Goodman St, Rochester, NY, 14607",2018,4,1400,2018-04-04T14:00:00.000Z,2018,4,1400,2018-04-04T14:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Building,Multiple Dwelling,43.1446165,-77.5929025
81,-77.5520300103932,43.1648650584956,2874,"130 Presque St, Rochester, NY, 14609",2018,8,2330,2018-08-22T23:30:00.000Z,2018,8,1200,2018-08-23T12:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.1648795,-77.5520011
82,-77.6243579257203,43.1236079462745,2904,"601 Elmwood Ave, Rochester, NY, 14620",2018,7,2211,2018-07-25T22:11:00.000Z,2018,7,2250,2018-07-25T22:50:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Hospital,43.1226582,-77.62545469999999
83,-77.5852497300093,43.154557148813,2920,"13 Rundel Park, Rochester, NY, 14607",2018,10,2100,2018-10-17T21:00:00.000Z,2018,10,830,2018-10-18T08:30:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,43.1545349,-77.5851912
84,-77.5736483446151,43.1442757981427,2931,"55 Audubon St, Rochester, NY, 14610",2018,9,1830,2018-09-07T18:30:00.000Z,2018,9,300,2018-09-08T03:00:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Yard,43.1442816,-77.57371610000001
85,-77.58961744456909,43.1843536841744,2962,"199 Mohawk St, Rochester, NY, 14621",2018,6,700,2018-06-02T07:00:00.000Z,2018,6,845,2018-06-02T08:45:00.000Z,M,Petit Larceny                                               ,6,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,43.1843042,-77.5896344
86,-77.58961744456909,43.1843536841744,2963,"199 Mohawk St, Rochester, NY, 14621",2018,2,1330,2018-02-24T13:30:00.000Z,2018,2,1330,2018-02-24T13:30:00.000Z,F,Robbery 2nd: Aided By Another                               ,3,Personal Weapons,* No Larceny Type Specified *,Street,43.1843042,-77.5896344
